User_ID,Streaming_Share_Of_Usage,Original_Predicted_Month_End_MB,New_Predicted_Month_End_MB,Data_Saved_MB,Original_Shortage_MB,New_Shortage_MB,Original_Risk,New_Risk
U0383,0.41,5651.39,5192.42,458.97,531.39,72.42,High,High
U0384,0.28,9316.29,8792.81,523.48,0.0,0.0,Medium,Medium
U0385,0.34,5258.49,4902.08,356.41,0.0,0.0,Low,Low
U0386,0.09,7820.87,7680.49,140.38,0.0,0.0,Low,Low
U0387,0.5,7491.38,6735.82,755.56,0.0,0.0,Low,Low
U0388,0.47,9063.21,8204.97,858.24,0.0,0.0,Medium,Low
U0389,0.52,7064.39,6335.25,729.14,0.0,0.0,Low,Low
U0390,0.45,11177.68,10180.58,997.1,937.68,0.0,High,Medium
U0391,0.51,7518.15,6756.5,761.65,0.0,0.0,Low,Low
U0392,0.41,5673.61,5211.35,462.26,0.0,0.0,Low,Low
U0393,0.37,7933.24,7345.36,587.88,0.0,0.0,Low,Low
U0394,0.33,10475.16,9781.25,693.91,235.16,0.0,High,Medium
U0395,0.49,5515.05,4969.64,545.41,0.0,0.0,Low,Low
U0396,0.42,6343.89,5807.79,536.1,0.0,0.0,Low,Low
U0397,0.4,5477.4,5042.42,434.98,0.0,0.0,Low,Low
U0398,0.36,13456.77,12496.34,960.43,3216.77,2256.34,High,High
U0399,0.22,3804.45,3636.0,168.45,0.0,0.0,Low,Low
U0400,0.44,8764.81,8001.9,762.91,0.0,0.0,Medium,Low
U0401,0.3,9173.77,8628.29,545.48,0.0,0.0,Medium,Low
U0402,0.48,10203.39,9215.94,987.45,0.0,0.0,Medium,Medium
U0403,0.48,3330.68,3010.5,320.18,0.0,0.0,Low,Low
U0404,0.43,7221.63,6600.51,621.12,0.0,0.0,Low,Low
U0405,0.4,4647.81,4279.71,368.1,0.0,0.0,Low,Low
U0406,0.44,4038.06,3684.15,353.91,0.0,0.0,Low,Low
U0407,0.41,5332.88,4900.42,432.46,0.0,0.0,Low,Low
U0408,0.24,8166.96,7775.28,391.68,0.0,0.0,Low,Low
U0409,0.33,8199.6,7652.68,546.92,0.0,0.0,Low,Low
U0410,0.49,4719.54,4259.86,459.68,0.0,0.0,Low,Low
U0411,0.37,8592.56,7959.49,633.07,0.0,0.0,Low,Low
U0412,0.24,2277.92,2166.96,110.96,0.0,0.0,Low,Low
U0413,0.3,12443.98,11688.31,755.67,2203.98,1448.31,High,High
U0414,0.47,7358.36,6672.84,685.52,0.0,0.0,Low,Low
U0415,0.44,7554.6,6887.02,667.58,0.0,0.0,Low,Low
U0416,0.47,8383.03,7588.44,794.59,0.0,0.0,Low,Low
U0417,0.38,5207.44,4809.41,398.03,0.0,0.0,Low,Low
U0418,0.45,2810.35,2557.54,252.81,0.0,0.0,Low,Low
U0419,0.31,10234.05,9606.97,627.08,0.0,0.0,Medium,Medium
U0420,0.38,5895.51,5448.24,447.27,0.0,0.0,Low,Low
U0421,0.34,15537.44,14494.56,1042.88,5297.44,4254.56,High,High
U0422,0.46,8299.58,7528.18,771.4,0.0,0.0,Low,Low
U0423,0.21,4316.65,4134.22,182.43,0.0,0.0,Low,Low
U0424,0.13,11212.33,10914.72,297.61,972.33,674.72,High,High
U0425,0.34,17534.39,16352.8,1181.59,7294.39,6112.8,High,High
U0426,0.46,5777.98,5248.78,529.2,0.0,0.0,Low,Low
U0427,0.08,2464.36,2423.77,40.59,416.36,375.77,High,High
U0428,0.42,10085.4,9236.13,849.27,0.0,0.0,Medium,Medium
U0429,0.15,3833.52,3715.88,117.64,0.0,0.0,Low,Low
U0430,0.34,5806.56,5415.67,390.89,0.0,0.0,Low,Low
U0431,0.34,9359.09,8723.62,635.47,0.0,0.0,Medium,Medium
U0432,0.33,12018.22,11221.01,797.21,1778.22,981.01,High,High
U0433,0.34,7429.14,6921.7,507.44,0.0,0.0,Low,Low
U0434,0.35,7503.77,6974.56,529.21,0.0,0.0,Low,Low
U0435,0.29,16863.91,15897.48,966.43,6623.91,5657.48,High,High
U0436,0.1,5722.63,5605.88,116.75,0.0,0.0,Low,Low
U0437,0.45,8405.74,7652.07,753.67,3285.74,2532.07,High,High
U0438,0.46,3021.42,2741.12,280.3,0.0,0.0,Low,Low
U0439,0.4,19054.13,17547.93,1506.2,8814.13,7307.93,High,High
U0440,0.15,4559.34,4424.81,134.53,0.0,0.0,Low,Low
U0441,0.41,7934.27,7290.57,643.7,0.0,0.0,Low,Low
U0442,0.39,10158.55,9359.35,799.2,0.0,0.0,Medium,Medium
U0443,0.16,9911.09,9600.27,310.82,0.0,0.0,Medium,Medium
U0444,0.35,10710.77,9954.44,756.33,470.77,0.0,High,Medium
U0445,0.44,6302.1,5751.65,550.45,0.0,0.0,Low,Low
U0446,0.48,12570.92,11372.9,1198.02,2330.92,1132.9,High,High
U0447,0.52,9984.45,8938.36,1046.09,0.0,0.0,Medium,Medium
U0448,0.13,3166.1,3084.76,81.34,0.0,0.0,Low,Low
U0449,0.57,12329.91,10913.3,1416.61,2089.91,673.3,High,High
U0450,0.21,7587.5,7262.96,324.54,0.0,0.0,Low,Low
U0451,0.45,17801.02,16216.26,1584.76,7561.02,5976.26,High,High
U0452,0.53,8316.5,7432.55,883.95,0.0,0.0,Low,Low
U0453,0.19,7859.05,7553.86,305.19,0.0,0.0,Low,Low
U0454,0.46,2945.5,2676.0,269.5,0.0,0.0,Low,Low
U0455,0.41,8245.71,7566.7,679.01,0.0,0.0,Low,Low
U0456,0.43,5487.01,5019.88,467.13,0.0,0.0,Low,Low
U0457,0.43,2856.12,2609.18,246.94,0.0,0.0,Low,Low
U0458,0.37,12780.72,11837.11,943.61,2540.72,1597.11,High,High
U0459,0.43,5053.15,4614.16,438.99,0.0,0.0,Low,Low
U0460,0.4,6468.19,5954.9,513.29,0.0,0.0,Low,Low
U0461,0.48,10333.95,9350.05,983.9,93.95,0.0,High,Medium
U0462,0.46,9589.26,8706.54,882.72,0.0,0.0,Medium,Medium
U0463,0.49,3395.33,3065.88,329.45,0.0,0.0,Low,Low
U0464,0.41,2755.89,2528.83,227.06,1219.89,992.83,High,High
U0465,0.22,2290.28,2191.5,98.78,0.0,0.0,Low,Low
U0466,0.3,9071.6,8522.26,549.34,0.0,0.0,Medium,Low
U0467,0.32,5749.2,5380.24,368.96,0.0,0.0,Low,Low
U0468,0.42,3187.46,2918.58,268.88,0.0,0.0,Low,Low
U0469,0.53,3436.54,3073.94,362.6,0.0,0.0,Low,Low
U0470,0.41,6794.15,6242.14,552.01,0.0,0.0,Low,Low
U0471,0.5,4036.97,3636.87,400.1,0.0,0.0,Low,Low
U0472,0.34,10844.98,10117.79,727.19,604.98,0.0,High,Medium
U0473,0.42,10138.3,9286.3,852.0,0.0,0.0,Medium,Medium
U0474,0.24,5587.91,5319.16,268.75,467.91,199.16,High,High
U0475,0.55,5667.23,5042.22,625.01,0.0,0.0,Low,Low
U0476,0.42,7098.62,6496.22,602.4,0.0,0.0,Low,Low
U0477,0.45,3542.08,3223.04,319.04,470.08,151.04,High,High
U0478,0.35,11900.59,11058.71,841.88,1660.59,818.71,High,High
U0479,0.14,11406.5,11097.77,308.73,1166.5,857.77,High,High
U0480,0.15,2579.2,2504.28,74.92,0.0,0.0,Low,Low
U0481,0.48,3864.68,3492.14,372.54,0.0,0.0,Low,Low
U0482,0.16,9713.5,9410.16,303.34,0.0,0.0,Medium,Medium
U0483,0.51,9078.47,8152.5,925.97,0.0,0.0,Medium,Low
U0484,0.19,3073.56,2954.12,119.44,0.0,0.0,Low,Low
U0485,0.2,3756.59,3604.27,152.32,0.0,0.0,Low,Low
U0486,0.45,9088.75,8265.55,823.2,0.0,0.0,Medium,Low
U0487,0.41,15433.42,14164.93,1268.49,5193.42,3924.93,High,High
U0488,0.36,3518.28,3267.89,250.39,446.28,195.89,High,High
U0489,0.31,16018.84,15021.24,997.6,5778.84,4781.24,High,High
U0490,0.1,4393.48,4309.73,83.75,0.0,0.0,Low,Low
U0491,0.38,5003.31,4622.82,380.49,0.0,0.0,Low,Low
U0492,0.22,6301.16,6022.3,278.86,0.0,0.0,Low,Low
U0493,0.11,2135.63,2089.8,45.83,0.0,0.0,Low,Low
U0494,0.39,7606.37,7019.26,587.11,0.0,0.0,Low,Low
U0495,0.04,2302.18,2281.93,20.25,0.0,0.0,Low,Low
U0496,0.17,3180.53,3074.41,106.12,0.0,0.0,Low,Low
U0497,0.26,12506.37,11863.38,642.99,2266.37,1623.38,High,High
U0498,0.24,2328.56,2214.7,113.86,0.0,0.0,Low,Low
U0499,0.5,8128.98,7324.17,804.81,0.0,0.0,Low,Low
U0500,0.41,9748.16,8945.78,802.38,0.0,0.0,Medium,Medium
