User_ID,Date,WiFi_Availability,Mobile_Data_MB,WiFi_Data_MB,YouTube_MB,Instagram_MB,WhatsApp_MB,Netflix_MB,Gaming_MB,Browsing_MB,Work_Study_MB,Screen_Time_Hours,Is_Weekend,Is_Holiday
U0113,2025-04-08,0,233.62,26.88,27.95,39.59,10.73,4.37,42.99,37.59,51.7,3.32,0,0
U0113,2025-04-09,0,406.41,13.67,82.21,57.07,16.83,7.17,117.88,44.49,48.25,3.94,0,0
U0113,2025-04-10,1,163.07,517.34,24.53,12.92,8.88,3.68,50.13,21.51,28.38,3.3,0,0
U0113,2025-04-11,0,467.61,14.57,62.9,55.34,21.1,8.34,156.13,50.08,76.31,3.88,0,0
U0113,2025-04-12,1,191.7,317.86,23.23,26.56,13.6,4.06,61.83,39.39,7.69,5.72,1,0
U0113,2025-04-13,0,400.71,22.89,42.59,58.96,18.06,13.16,154.05,65.44,16.39,3.63,1,0
U0113,2025-04-14,1,157.42,360.96,19.82,17.41,9.53,7.14,36.36,24.25,17.25,3.42,0,1
U0113,2025-04-15,0,296.35,17.73,25.43,40.63,13.83,11.25,80.15,49.44,51.93,3.02,0,0
U0113,2025-04-16,1,132.48,257.26,14.52,16.15,9.38,2.06,26.07,29.93,23.78,3.36,0,0
U0113,2025-04-17,0,299.48,2.27,49.33,36.19,7.16,6.23,45.43,66.07,65.11,3.44,0,0
U0113,2025-04-18,1,126.26,466.87,16.59,14.48,9.15,2.26,16.22,39.28,18.18,3.49,0,0
U0113,2025-04-19,0,329.27,22.93,34.29,47.82,18.33,9.1,112.03,61.97,19.41,3.12,1,0
U0113,2025-04-20,0,438.26,24.64,54.06,62.05,15.55,18.66,127.55,85.49,39.83,3.44,1,0
U0113,2025-04-21,1,176.02,323.15,14.48,22.69,4.48,6.81,36.66,35.36,41.45,4.3,0,0
U0113,2025-04-22,1,174.89,482.5,20.69,24.51,14.02,5.95,32.97,26.51,36.25,4.11,0,0
U0113,2025-04-23,0,295.41,14.55,44.51,41.56,11.38,11.86,87.77,39.7,34.99,3.35,0,0
U0113,2025-04-24,0,375.58,26.99,53.38,55.21,21.76,4.56,54.08,64.5,92.04,4.22,0,0
U0113,2025-04-25,0,331.71,22.68,46.51,25.63,15.61,6.95,103.07,38.0,69.39,3.29,0,0
U0113,2025-04-26,1,129.8,506.26,20.64,15.69,8.0,5.18,30.73,34.23,4.96,3.92,1,0
U0113,2025-04-27,0,348.72,7.19,62.79,54.16,20.95,8.38,100.03,58.31,16.2,4.31,1,0
U0113,2025-04-28,0,368.2,11.74,63.82,37.26,14.51,7.66,107.44,34.17,73.9,3.15,0,0
U0113,2025-04-29,0,260.29,14.25,38.81,32.34,8.38,5.66,71.86,44.56,37.86,3.46,0,0
U0113,2025-04-30,1,112.57,280.86,15.41,12.87,9.76,3.12,20.9,29.21,12.29,3.53,0,0
U0113,2025-05-01,1,107.92,458.95,10.44,10.37,8.64,2.93,22.6,36.39,7.91,2.96,0,1
U0113,2025-05-02,0,399.83,4.5,45.46,59.63,17.38,13.16,103.46,68.94,59.82,3.86,0,0
U0113,2025-05-03,0,435.7,26.39,84.19,86.09,17.63,12.27,98.01,51.93,50.71,4.53,1,0
U0113,2025-05-04,0,405.71,21.76,44.43,94.83,22.65,13.2,80.39,45.14,72.61,4.44,1,0
U0113,2025-05-05,0,278.19,22.65,26.45,63.72,11.43,6.18,43.59,53.51,51.06,3.75,0,0
U0113,2025-05-06,1,155.31,246.88,37.4,20.07,3.03,3.05,37.27,23.69,18.38,3.42,0,0
U0113,2025-05-07,0,322.68,10.12,26.73,36.88,12.95,5.0,99.08,69.16,47.07,3.04,0,0
U0113,2025-05-08,0,316.69,5.54,22.49,57.18,23.59,3.94,80.79,64.23,39.12,3.23,0,0
U0113,2025-05-09,0,369.29,24.22,65.08,29.82,15.53,13.28,111.74,49.09,55.2,4.02,0,0
U0113,2025-05-10,0,372.26,4.79,83.51,51.59,19.96,12.88,86.71,60.76,27.06,4.46,1,0
U0113,2025-05-11,0,354.84,17.4,67.55,65.73,19.94,10.21,95.98,49.78,17.25,4.22,1,0
U0113,2025-05-12,1,110.15,332.93,12.23,20.48,4.35,2.75,12.16,22.25,27.12,2.77,0,0
U0113,2025-05-13,0,247.59,20.67,37.26,34.46,15.32,4.05,71.58,32.49,32.62,3.68,0,0
U0113,2025-05-14,0,210.81,26.84,22.81,24.27,15.14,4.7,54.47,46.21,26.35,3.75,0,0
U0113,2025-05-15,1,120.99,218.56,27.43,16.09,7.36,2.52,21.65,25.15,11.11,3.72,0,0
U0113,2025-05-16,0,366.02,22.19,43.96,58.56,26.01,9.95,63.02,70.45,64.77,3.45,0,0
U0113,2025-05-17,1,223.31,560.79,45.88,57.51,20.64,4.51,35.22,30.11,11.57,4.7,1,0
U0113,2025-05-18,1,295.41,433.23,17.35,30.59,17.27,4.31,35.54,36.83,12.42,4.41,1,0
U0113,2025-05-19,0,345.18,13.18,62.06,40.41,9.59,5.98,77.16,70.32,52.04,3.32,0,0
U0113,2025-05-20,0,263.09,6.42,45.24,38.12,6.88,5.61,51.61,35.06,59.51,2.23,0,0
U0113,2025-05-21,0,304.69,2.53,62.47,29.34,26.67,5.74,47.43,58.74,49.93,3.34,0,0
U0113,2025-05-22,0,409.09,17.51,91.26,54.57,16.75,7.39,58.2,50.95,97.25,4.07,0,0
U0113,2025-05-23,0,219.05,2.28,26.69,37.69,11.04,8.71,24.54,37.2,55.67,2.83,0,0
U0113,2025-05-24,1,79.58,477.17,13.64,8.49,7.38,2.18,16.4,20.1,5.02,4.88,1,0
U0113,2025-05-25,0,414.31,17.85,52.17,42.11,23.24,17.24,104.74,120.46,21.21,4.56,1,0
U0113,2025-05-26,0,311.22,29.29,39.05,52.54,8.01,10.12,79.76,41.18,55.66,3.5,0,0
U0113,2025-05-27,0,371.59,1.53,15.84,64.34,22.08,6.4,110.76,62.16,60.28,4.04,0,0
U0113,2025-05-28,0,274.81,21.57,40.35,31.53,7.5,6.75,55.84,39.61,71.25,3.03,0,0
U0113,2025-05-29,1,148.89,469.8,15.85,12.91,9.66,3.02,43.13,29.52,22.9,3.32,0,0
U0113,2025-05-30,1,214.91,400.86,21.26,24.12,14.26,5.93,48.13,35.35,48.67,4.17,0,0
U0113,2025-05-31,0,355.96,5.3,97.53,61.46,18.12,7.77,72.4,50.13,20.08,4.07,1,0
U0113,2025-06-01,0,348.88,0.62,39.51,64.06,17.15,10.4,99.3,60.4,30.16,4.62,1,0
U0113,2025-06-02,0,342.74,21.4,43.32,73.68,13.59,6.21,86.38,38.15,53.99,3.65,0,0
U0113,2025-06-03,1,153.69,426.47,33.7,11.36,13.55,4.73,31.22,32.67,14.16,2.66,0,0
U0113,2025-06-04,0,309.0,12.92,57.39,51.36,12.35,9.0,42.8,65.19,46.19,3.08,0,0
U0113,2025-06-05,0,326.0,16.42,49.0,58.86,17.42,22.66,48.29,79.54,24.14,3.89,0,0
U0113,2025-06-06,1,170.79,352.15,23.76,39.97,15.45,5.77,26.41,27.98,17.79,3.81,0,0
U0113,2025-06-07,0,353.15,12.79,58.26,66.35,20.93,26.71,70.79,48.81,33.07,5.32,1,1
U0113,2025-06-08,0,315.93,29.99,35.6,45.88,12.86,13.81,109.79,47.43,25.28,3.63,1,0
U0113,2025-06-09,0,324.68,16.87,46.42,41.16,11.67,6.33,75.56,51.24,66.32,3.92,0,0
U0113,2025-06-10,0,266.09,26.74,31.69,31.36,13.35,6.01,40.55,69.53,52.31,2.89,0,0
U0113,2025-06-11,0,345.7,24.97,31.01,43.25,20.88,19.67,87.35,48.87,67.02,3.76,0,0
U0113,2025-06-12,1,138.96,419.43,15.99,12.71,10.75,2.62,18.38,16.79,19.82,3.43,0,0
U0113,2025-06-13,1,137.06,292.42,17.45,28.2,14.42,1.59,23.62,23.84,16.99,4.09,0,0
U0113,2025-06-14,1,129.35,394.33,20.02,17.18,5.16,2.88,31.49,32.91,9.36,3.34,1,0
U0113,2025-06-15,0,299.67,16.72,54.97,51.89,15.52,5.7,63.09,69.99,14.55,2.78,1,0
U0113,2025-06-16,0,311.21,18.23,55.92,32.29,12.82,9.12,57.32,67.88,50.96,3.28,0,0
U0113,2025-06-17,0,352.69,27.07,33.31,91.89,15.75,12.37,87.55,38.81,44.8,3.19,0,0
U0113,2025-06-18,0,212.51,6.23,27.61,33.81,10.58,7.06,45.43,25.79,45.23,2.89,0,0
U0113,2025-06-19,0,386.88,3.2,57.43,48.21,17.4,8.91,60.8,80.44,82.74,4.19,0,0
U0113,2025-06-20,1,202.63,501.62,16.17,34.24,12.7,4.67,46.62,25.43,46.59,3.56,0,0
U0113,2025-06-21,1,231.86,462.79,41.72,38.39,5.28,5.08,81.14,30.68,11.02,5.1,1,0
U0113,2025-06-22,0,431.79,11.9,66.69,48.86,20.68,9.41,149.56,65.19,36.85,4.35,1,0
U0113,2025-06-23,0,326.05,10.55,61.78,37.97,16.97,9.43,80.22,54.38,39.21,3.48,0,0
U0113,2025-06-24,0,366.14,21.12,32.24,42.9,13.67,6.04,155.33,49.64,37.03,4.12,0,0
U0113,2025-06-25,0,338.75,6.22,96.3,42.49,17.54,6.08,47.8,47.62,53.81,3.08,0,0
U0113,2025-06-26,0,600.03,1.7,67.48,59.53,22.76,9.26,190.03,96.55,106.41,4.89,0,0
U0113,2025-06-27,1,92.22,358.51,14.48,10.38,10.68,3.12,17.78,17.85,10.56,3.6,0,0
U0113,2025-06-28,0,502.01,26.76,86.35,90.36,17.04,8.9,163.86,61.78,33.56,5.18,1,0
U0113,2025-06-29,0,447.61,22.45,102.87,71.35,13.92,7.14,139.21,52.53,24.78,3.43,1,0
U0114,2025-01-01,0,566.74,6.17,68.46,46.67,23.21,219.14,23.72,76.18,64.02,4.89,0,1
U0114,2025-01-02,1,115.69,290.21,25.56,7.99,6.52,24.68,4.87,21.09,15.73,2.83,0,0
U0114,2025-01-03,0,421.79,0.09,71.09,59.28,20.72,99.57,20.67,53.21,63.51,3.48,0,0
U0114,2025-01-04,1,221.5,489.95,58.0,42.57,12.16,45.37,5.83,32.43,7.42,5.2,1,0
U0114,2025-01-05,1,220.37,433.77,64.94,30.56,7.75,54.9,5.47,25.51,13.6,4.21,1,0
U0114,2025-01-06,0,473.12,21.38,86.76,68.19,16.89,116.04,20.02,24.79,102.59,3.96,0,0
U0114,2025-01-07,0,368.44,22.6,73.0,58.16,7.83,107.58,13.58,46.97,31.85,2.1,0,0
U0114,2025-01-08,0,291.05,9.06,80.15,31.5,7.08,75.29,5.92,30.42,37.41,2.31,0,0
U0114,2025-01-09,1,113.08,207.34,11.76,18.96,7.73,22.37,5.58,22.77,14.87,3.19,0,0
U0114,2025-01-10,1,122.63,397.62,16.45,15.93,3.89,39.52,7.0,18.29,11.74,3.56,0,0
U0114,2025-01-11,0,535.05,6.16,106.34,76.69,10.98,200.85,12.61,58.96,25.81,3.68,1,0
U0114,2025-01-12,0,616.62,23.0,82.02,76.96,29.5,289.74,16.27,44.43,28.38,4.03,1,0
U0114,2025-01-13,1,151.95,385.38,45.73,17.97,5.27,24.95,3.25,21.97,20.65,4.45,0,0
U0114,2025-01-14,1,209.33,530.05,34.74,18.33,4.02,75.76,5.02,33.83,20.89,4.36,0,1
U0114,2025-01-15,1,94.66,353.77,11.54,7.74,5.31,12.53,2.88,18.26,13.54,2.85,0,0
U0114,2025-01-16,1,149.35,218.01,40.03,20.7,10.41,21.97,3.21,25.08,16.0,2.81,0,0
U0114,2025-01-17,1,271.06,468.89,51.34,42.28,9.51,68.56,10.55,26.1,41.03,4.47,0,0
U0114,2025-01-18,0,436.17,26.87,90.19,71.07,18.29,124.57,17.45,59.96,19.74,4.12,1,0
U0114,2025-01-19,1,189.49,506.89,29.73,19.73,11.03,72.05,5.13,25.09,11.58,3.21,1,0
U0114,2025-01-20,0,441.4,4.4,68.21,56.86,12.97,148.4,16.68,47.18,55.79,3.7,0,0
U0114,2025-01-21,0,538.5,25.18,142.32,92.81,12.99,121.95,19.44,53.93,51.98,3.71,0,0
U0114,2025-01-22,1,181.9,424.43,29.93,27.62,7.38,47.05,9.96,25.17,20.25,3.66,0,0
U0114,2025-01-23,1,209.57,364.42,36.61,23.24,12.67,55.36,14.6,20.16,30.17,3.32,0,0
U0114,2025-01-24,0,411.96,14.14,73.13,49.33,18.94,69.29,32.61,35.24,100.46,3.99,0,0
U0114,2025-01-25,1,153.3,486.39,28.32,24.2,5.16,45.59,6.71,23.16,7.88,4.74,1,0
U0114,2025-01-26,0,595.78,18.34,142.89,62.36,13.04,231.16,21.3,54.61,22.76,4.0,1,1
U0114,2025-01-27,1,258.06,261.37,39.85,29.48,8.92,57.17,6.92,43.03,52.05,2.95,0,0
U0114,2025-01-28,1,107.92,455.6,20.83,10.12,8.28,12.72,4.29,17.01,15.27,3.08,0,0
U0114,2025-01-29,0,472.56,24.31,82.18,62.01,11.85,134.42,29.39,60.4,54.51,3.52,0,0
U0114,2025-01-30,1,125.61,222.29,22.89,16.07,12.77,31.44,5.85,13.16,13.38,2.9,0,0
U0114,2025-01-31,1,200.4,523.44,30.09,21.97,7.96,65.57,5.34,17.59,35.85,2.82,0,0
U0114,2025-02-01,0,458.9,14.67,85.16,66.19,18.8,176.02,17.19,35.46,23.36,4.14,1,0
U0114,2025-02-02,1,237.99,635.07,46.09,37.39,7.58,73.31,12.25,27.42,14.92,3.74,1,0
U0114,2025-02-03,1,159.13,188.66,22.8,29.39,12.97,26.4,7.02,32.82,15.0,3.47,0,0
U0114,2025-02-04,0,438.16,3.48,115.33,65.86,12.41,65.82,17.76,66.95,58.98,3.68,0,0
U0114,2025-02-05,1,103.54,148.79,12.46,13.32,7.09,20.95,5.4,23.71,12.32,2.12,0,0
U0114,2025-02-06,0,412.11,16.56,68.27,58.67,12.93,99.41,19.75,44.81,75.3,3.31,0,0
U0114,2025-02-07,0,363.28,26.6,73.59,62.25,6.87,48.69,8.29,54.28,80.25,3.06,0,0
U0114,2025-02-08,0,407.89,6.97,117.0,55.06,19.34,91.22,16.91,55.24,20.5,4.41,1,0
U0114,2025-02-09,1,258.13,425.46,50.45,47.36,6.79,72.97,8.78,33.54,17.58,4.92,1,0
U0114,2025-02-10,1,240.29,572.0,90.09,27.89,12.41,34.26,7.81,21.45,27.15,4.48,0,0
U0114,2025-02-11,0,433.44,16.61,77.48,45.1,11.72,105.88,21.12,36.2,101.27,2.49,0,0
U0114,2025-02-12,0,498.44,26.8,112.25,63.01,9.56,135.08,21.62,38.51,78.53,3.84,0,0
U0114,2025-02-13,1,175.87,532.31,24.22,13.9,7.91,50.37,6.52,21.1,37.77,4.5,0,0
U0114,2025-02-14,1,275.05,311.32,26.14,38.36,6.55,104.42,18.33,46.33,12.9,4.95,0,1
U0114,2025-02-15,1,169.92,350.82,31.37,21.42,8.61,48.81,4.12,27.86,14.14,4.28,1,0
U0114,2025-02-16,1,313.01,517.2,105.5,29.63,9.57,71.33,8.88,39.95,23.1,3.74,1,0
U0114,2025-02-17,0,412.68,22.75,101.0,39.89,12.28,106.54,10.61,30.47,78.88,3.49,0,0
U0114,2025-02-18,0,462.94,0.5,96.61,57.89,15.81,144.04,17.79,37.72,56.05,4.15,0,0
U0114,2025-02-19,1,161.24,477.51,37.48,24.86,8.1,29.09,4.82,25.54,18.46,2.99,0,0
U0114,2025-02-20,0,286.06,8.95,58.44,46.18,9.6,65.92,17.07,26.35,39.61,2.98,0,0
U0114,2025-02-21,0,469.48,1.16,134.49,58.14,17.68,62.13,20.12,62.9,76.46,4.49,0,0
U0114,2025-02-22,0,580.52,24.79,70.76,99.68,29.28,185.38,20.84,102.53,25.61,6.24,1,0
U0114,2025-02-23,0,722.14,23.64,167.81,81.87,19.61,274.34,18.98,65.36,36.4,4.13,1,0
U0114,2025-02-24,1,148.14,345.53,31.46,26.2,6.79,22.84,5.84,18.44,24.71,3.8,0,0
U0114,2025-02-25,0,639.11,1.55,92.71,59.27,16.53,197.28,26.09,77.96,118.14,4.73,0,0
U0114,2025-02-26,1,187.63,407.02,47.76,21.67,6.79,39.87,2.63,21.72,32.18,3.89,0,0
U0114,2025-02-27,1,167.12,355.61,29.73,18.7,9.86,34.36,6.11,26.83,28.15,4.0,0,0
U0114,2025-02-28,1,234.7,614.43,29.78,33.82,9.74,35.64,8.34,26.94,71.68,3.84,0,0
U0114,2025-03-01,1,276.3,518.18,65.34,42.15,9.96,59.65,14.36,46.96,15.77,4.28,1,0
U0114,2025-03-02,0,581.85,22.75,245.99,55.55,11.81,103.59,22.27,68.71,27.38,4.11,1,0
U0114,2025-03-03,1,156.55,483.53,47.63,17.23,7.22,23.31,4.11,28.34,16.19,4.17,0,0
U0114,2025-03-04,1,144.73,512.46,15.03,19.53,7.16,30.12,4.77,32.28,24.26,3.16,0,0
U0114,2025-03-05,1,116.86,253.83,33.15,14.55,6.35,13.09,6.09,22.84,11.44,4.48,0,0
U0114,2025-03-06,1,130.96,223.08,18.68,13.46,7.98,33.27,4.74,24.66,17.7,3.45,0,0
U0114,2025-03-07,1,125.36,419.16,27.43,18.64,7.98,16.62,5.08,22.79,16.79,3.56,0,0
U0114,2025-03-08,1,319.48,638.35,68.99,48.81,14.42,95.34,10.54,29.08,26.75,5.53,1,0
U0114,2025-03-09,0,476.01,20.25,105.75,83.82,20.31,124.25,10.62,67.21,25.95,3.88,1,0
U0114,2025-03-10,0,386.43,2.29,62.09,77.86,21.91,62.99,20.12,29.74,80.8,3.22,0,0
U0114,2025-03-11,1,165.88,359.65,28.26,19.76,10.01,34.64,12.71,22.55,24.68,3.17,0,0
U0114,2025-03-12,0,624.14,6.13,93.81,118.59,15.87,132.63,21.37,65.98,125.95,4.39,0,0
U0114,2025-03-13,0,633.16,29.05,118.48,60.54,17.14,253.53,18.55,48.8,65.46,3.94,0,0
U0114,2025-03-14,1,189.96,536.58,51.03,30.5,9.85,45.93,6.33,19.34,11.78,3.92,0,1
U0114,2025-03-15,1,173.25,310.21,17.24,39.86,4.48,23.71,12.51,44.49,17.1,5.56,1,0
U0114,2025-03-16,1,188.93,406.27,65.04,22.61,8.17,48.41,6.54,15.56,7.49,3.85,1,0
U0114,2025-03-17,1,138.32,535.68,21.62,11.63,6.75,47.93,5.58,17.35,16.4,2.83,0,0
U0114,2025-03-18,0,377.9,10.15,106.77,45.6,12.38,81.09,15.13,47.82,38.89,2.83,0,0
U0114,2025-03-19,1,126.43,476.78,24.18,14.97,6.97,25.29,2.14,23.92,18.84,2.87,0,0
U0114,2025-03-20,1,205.76,226.81,25.23,21.05,9.72,55.76,8.27,29.58,39.69,2.93,0,0
U0114,2025-03-21,1,181.9,491.4,40.04,16.89,7.13,26.52,6.55,29.3,35.34,3.29,0,0
U0114,2025-03-22,0,474.63,22.81,172.59,49.6,11.31,116.44,16.68,44.89,25.15,3.38,1,0
U0114,2025-03-23,0,568.94,28.19,104.58,99.52,19.0,92.52,32.67,144.78,30.35,4.74,1,0
U0114,2025-03-24,1,159.5,500.2,24.79,18.89,9.5,45.22,4.75,21.3,22.29,3.91,0,0
U0114,2025-03-25,1,284.34,479.63,79.45,30.97,4.42,53.02,9.34,30.5,53.9,4.72,0,0
U0114,2025-03-26,0,666.22,25.02,97.26,81.19,12.25,257.04,35.89,61.31,67.99,4.46,0,0
U0114,2025-03-27,1,114.04,208.02,17.54,14.34,4.01,23.29,3.33,21.98,8.67,3.04,0,0
U0114,2025-03-28,1,325.61,645.78,80.24,52.58,10.94,101.03,8.64,19.96,26.18,3.73,0,0
U0114,2025-03-29,0,1001.49,23.26,276.8,102.83,19.91,368.56,31.62,104.74,32.0,5.62,1,0
U0114,2025-03-30,1,179.06,433.71,51.88,30.84,5.54,44.21,4.64,19.44,8.19,4.33,1,0
U0114,2025-03-31,1,142.09,276.16,37.56,21.33,6.32,25.02,5.06,23.6,11.83,3.74,0,1
U0114,2025-04-01,1,303.51,651.95,25.6,40.56,7.44,129.55,9.99,34.52,31.56,3.69,0,0
U0114,2025-04-02,1,114.89,285.35,7.59,20.14,9.38,20.0,3.76,29.43,15.41,4.1,0,0
U0114,2025-04-03,0,472.82,3.84,94.72,39.49,8.13,125.6,21.73,55.03,90.29,3.82,0,0
U0114,2025-04-04,1,229.19,602.87,38.49,13.56,11.44,55.88,5.62,37.07,48.8,3.71,0,0
U0114,2025-04-05,1,252.37,599.41,66.78,20.89,6.72,49.85,18.52,46.7,22.71,3.45,1,0
U0114,2025-04-06,0,398.49,27.51,84.11,64.87,15.33,93.86,26.04,56.27,26.14,4.06,1,0
U0114,2025-04-07,0,516.89,18.71,90.77,72.79,25.16,132.74,6.69,33.76,113.62,3.16,0,0
U0114,2025-04-08,1,186.15,443.44,30.28,24.21,11.87,30.15,7.04,25.35,42.35,3.74,0,0
U0114,2025-04-09,0,566.53,19.02,79.06,128.25,31.36,127.89,10.39,40.53,103.72,4.43,0,0
U0114,2025-04-10,0,449.26,3.36,104.6,73.81,17.57,110.87,20.4,30.36,55.71,2.7,0,0
U0114,2025-04-11,1,271.76,542.76,61.43,42.24,8.31,55.92,4.13,37.93,40.05,4.59,0,0
U0114,2025-04-12,1,353.54,629.87,94.05,68.0,10.88,78.2,16.61,43.33,14.2,5.28,1,0
U0114,2025-04-13,0,536.14,12.16,141.35,104.52,10.68,104.59,27.6,67.91,36.61,4.55,1,0
U0114,2025-04-14,1,81.54,419.25,15.89,12.27,6.08,17.09,2.39,14.77,6.53,3.5,0,1
U0114,2025-04-15,1,130.69,355.11,30.07,12.73,6.61,18.42,4.88,24.27,23.25,3.99,0,0
U0114,2025-04-16,1,239.06,374.57,56.75,32.78,7.36,39.59,4.75,47.96,30.75,3.54,0,0
U0114,2025-04-17,1,213.52,444.6,27.41,24.96,8.95,68.66,2.94,34.81,28.72,2.93,0,0
U0114,2025-04-18,1,142.07,529.38,19.46,16.01,9.19,39.25,4.42,20.07,22.31,3.4,0,0
U0114,2025-04-19,1,299.89,666.06,36.01,24.28,10.08,157.16,4.58,26.68,17.11,4.47,1,0
U0114,2025-04-20,0,598.76,13.43,124.28,61.52,17.02,204.59,15.45,90.0,37.99,3.5,1,0
U0114,2025-04-21,0,371.23,8.19,67.13,51.51,12.56,86.47,15.2,47.83,60.83,2.67,0,0
U0114,2025-04-22,1,121.63,285.49,29.21,13.45,6.92,21.3,2.89,17.47,20.66,2.88,0,0
U0114,2025-04-23,1,311.83,367.25,52.68,34.69,9.21,108.2,13.83,34.86,33.42,4.03,0,0
U0114,2025-04-24,0,328.39,29.28,55.24,39.88,12.31,80.37,11.14,54.04,49.14,2.8,0,0
U0114,2025-04-25,0,468.2,10.26,102.62,69.12,13.07,102.12,17.2,43.85,82.77,3.71,0,0
U0114,2025-04-26,0,511.42,16.21,76.35,115.49,26.17,134.62,23.55,70.77,23.55,4.61,1,0
U0114,2025-04-27,1,228.32,756.72,58.33,25.13,7.08,72.89,15.26,17.66,13.7,5.18,1,0
U0114,2025-04-28,1,217.66,424.91,47.99,36.57,12.57,36.93,7.82,29.69,28.67,3.16,0,0
U0114,2025-04-29,1,170.87,412.13,23.8,24.19,7.04,41.35,9.27,27.66,23.9,3.74,0,0
U0114,2025-04-30,0,404.33,13.37,41.01,66.17,14.08,86.91,21.8,43.65,98.36,3.4,0,0
U0114,2025-05-01,0,434.94,3.72,59.08,111.75,10.49,85.36,28.49,71.64,33.34,4.29,0,1
U0114,2025-05-02,1,135.77,240.83,21.6,20.84,6.14,25.18,2.81,24.62,23.71,3.03,0,0
U0114,2025-05-03,0,628.33,12.54,187.51,65.74,18.77,182.26,22.56,85.86,15.37,4.28,1,0
U0114,2025-05-04,0,533.15,29.95,120.31,94.34,19.46,161.06,12.28,50.02,33.02,3.77,1,0
U0114,2025-05-05,0,336.13,17.12,40.88,31.37,11.5,126.27,9.71,30.32,59.18,2.51,0,0
U0114,2025-05-06,1,139.27,429.69,24.95,16.5,7.57,36.1,3.98,14.65,22.19,3.8,0,0
U0114,2025-05-07,1,276.01,578.85,40.54,33.6,6.57,104.12,9.69,31.33,28.08,4.19,0,0
U0114,2025-05-08,0,478.3,21.14,111.2,51.52,15.16,98.69,22.05,60.46,80.96,3.09,0,0
U0114,2025-05-09,1,256.09,312.07,56.28,39.77,11.28,47.54,5.82,39.19,35.72,3.56,0,0
U0114,2025-05-10,1,438.59,694.58,101.06,42.83,15.23,156.53,23.3,39.69,24.87,5.04,1,0
U0114,2025-05-11,1,238.87,394.27,77.14,39.15,7.62,39.92,9.1,24.55,22.27,3.36,1,0
U0114,2025-05-12,1,147.07,515.87,23.55,15.53,8.47,28.05,6.82,30.05,22.83,4.28,0,0
U0114,2025-05-13,1,236.99,276.91,36.52,32.31,9.88,44.39,9.1,23.19,62.65,3.63,0,0
U0114,2025-05-14,1,162.04,515.25,26.74,29.81,4.71,36.07,4.49,27.24,20.01,3.78,0,0
U0114,2025-05-15,0,423.76,0.39,73.89,38.3,12.29,144.35,13.09,33.95,73.98,3.49,0,0
U0114,2025-05-16,1,133.24,313.01,20.35,13.63,3.92,34.19,2.86,21.88,25.76,3.08,0,0
U0114,2025-05-17,0,529.23,11.33,85.72,109.9,16.5,146.21,34.62,59.83,34.1,4.25,1,0
U0114,2025-05-18,0,621.59,24.46,129.26,67.83,9.72,224.12,38.69,61.27,40.96,3.48,1,0
U0114,2025-05-19,0,312.93,21.08,63.21,49.79,12.2,52.53,14.89,45.25,50.02,2.37,0,0
U0114,2025-05-20,1,206.94,472.52,23.06,26.55,9.41,68.07,4.83,24.61,33.86,3.7,0,0
U0114,2025-05-21,0,331.3,13.99,75.35,44.7,6.02,101.56,9.16,33.65,34.36,2.69,0,0
U0114,2025-05-22,1,122.66,325.25,18.59,18.91,10.95,26.41,4.02,16.83,17.14,3.84,0,0
U0114,2025-05-23,1,254.27,355.0,58.07,39.55,12.04,50.38,7.6,25.38,40.92,3.69,0,0
U0114,2025-05-24,0,595.67,18.82,180.69,74.2,24.12,136.35,40.04,64.66,27.97,4.97,1,0
U0114,2025-05-25,1,155.95,259.44,18.03,19.59,9.31,61.99,4.28,20.75,9.53,4.55,1,0
U0114,2025-05-26,0,547.88,25.5,53.83,89.16,15.01,243.45,12.88,42.99,46.74,3.68,0,0
U0114,2025-05-27,1,177.27,233.07,24.63,11.72,9.07,68.6,5.98,26.59,16.5,3.96,0,0
U0114,2025-05-28,1,223.43,566.15,43.09,33.32,10.58,35.19,11.69,27.57,44.12,3.53,0,0
U0114,2025-05-29,0,405.75,20.99,96.82,62.46,15.4,91.4,17.55,43.89,45.78,3.41,0,0
U0114,2025-05-30,0,468.04,25.22,58.52,79.55,12.14,120.62,19.9,65.97,73.9,3.26,0,0
U0114,2025-05-31,1,408.61,783.64,130.3,33.11,7.23,157.16,10.29,22.24,15.59,4.84,1,0
U0114,2025-06-01,0,479.57,16.07,69.08,97.25,13.14,145.07,27.58,56.93,32.15,4.02,1,0
U0114,2025-06-02,1,237.91,498.9,58.57,22.78,9.28,29.6,6.09,34.52,58.05,3.2,0,0
U0114,2025-06-03,1,162.76,336.54,21.21,30.15,8.31,42.99,5.91,15.67,25.49,3.43,0,0
U0114,2025-06-04,0,490.87,24.93,84.63,53.92,16.49,109.33,23.29,50.38,113.57,3.65,0,0
U0114,2025-06-05,1,119.19,382.84,17.13,21.17,4.99,26.73,4.29,22.03,13.32,3.14,0,0
U0114,2025-06-06,1,189.14,489.79,20.48,21.53,12.12,57.96,6.32,21.26,34.34,3.41,0,0
U0114,2025-06-07,1,350.85,611.93,48.41,54.23,12.86,111.8,25.73,50.27,19.47,4.93,1,1
U0114,2025-06-08,1,220.28,381.33,37.21,36.95,12.22,70.07,10.04,24.93,11.24,3.81,1,0
U0114,2025-06-09,0,351.15,7.58,69.81,48.43,17.02,84.24,12.07,32.72,58.77,3.35,0,0
